domain,file_name,url
law,[민사] 미성년자 성형외과 코필러 주입술 시 필러물질이 미성년자에 대한 사용금지 조치를 받은 상태였던 사안.pdf,https://slgodung.scourt.go.kr/dcboard/new/DcNewsViewAction.work?seqnum=25038&gubun=44&cbub_code=000200&searchWord=%B9%CC%BC%BA%B3%E2%C0%DA&pageIndex=1
law,[민사] 분양받은 상가 내에 설치된 기둥으로 인해 공간활용 제한 등 손해를 입었다고 주장하면서 수분양자들이 분양자를 상대로 고지의무위반을 이유로 손해배상을 구한 사건.pdf,https://slgodung.scourt.go.kr/dcboard/new/DcNewsViewAction.work?seqnum=23776&gubun=44&cbub_code=000200&searchWord=%BA%D0%BE%E7%B9%DE%C0%BA&pageIndex=1
law,"[행정] 타인자금(예금, 보험료 등 고객의 예탁자금)이 아닌 자기자금(자본금, 대출금 등 자신의 고유재산)을 운용하는 경우에도 공정거래법 제11조에 의한 의결권 제한이 적용되는지가 문제된 사건.pdf",https://slgodung.scourt.go.kr/dcboard/new/DcNewsViewAction.work?seqnum=25656&gubun=44&cbub_code=000200&searchWord=&pageIndex=1
law,"[특허] 원고 제품들의 실시가 피고의 제1, 3, 5항 발명을 침해하지 않는다고 판단한 사례(특허법원 2022나2213).pdf",https://patent.scourt.go.kr/dcboard/new/DcNewsViewAction.work?seqnum=25395&gubun=44&cbub_code=000700&searchWord=&pageIndex=2
commerce,MezzoMedia 산업 보고서 e커머스.pdf,https://lib.mezzomedia.co.kr/newsletter/202203/01_MezzoMedia_Industrial_Report_ecommerce.pdf
commerce,이커머스 솔루션 소개자료.pdf,https://bespinglobal.com/download/2022pdf/ecommerce.pdf
commerce,Dighty Data Insight Report 2023.pdf,https://www.dighty.com/files/insight-report/2023/Dighty_data_insight_report_2023.pdf
commerce,kr-im-new-luxury-business-trends-20220520.pdf,https://assets.kpmg.com/content/dam/kpmg/kr/pdf/2022/issue-monitor/kr-im-new-luxury-business-trends-20220520.pdf
commerce,이커머스의 진화와 소비자 후생.pdf,http://www.kinternet.org/upload/board/90_f_167749156298000.pdf
commerce,쿠팡 상장과 이베이 인수  이후 국내 이커머스 시장은 어떻게 변할까.pdf,https://www.shippingnewsnet.com/news/download.php?subUploadDir=202107/&savefilename=43370_1786.pdf&filename=%EC%9D%B4%EC%BB%A4%EB%A8%B8%EC%8A%A4%20%EC%8B%9C%EC%9E%A5%20%EB%B6%84%EC%84%9D.pdf&idxno=1786
commerce,PRP008.pdf,https://repository.krei.re.kr/bitstream/2018.oak/30502/1/PRP008.pdf
commerce,B2BDigCommEra_Translation_KR_Offer_V1.pdf,https://business.adobe.com/content/dam/dx/kr/ko/resources/reports/pdf/4342398_9440_APAC_FY22Q3_B2BDigCommEra_Translation_KR_Offer_V1.pdf
commerce,KCA Media Issue Trend Vol 50 Report.pdf,https://www.kca.kr/Media_Issue_Trend/vol50/download/KCA_Media_Issue_Trend_vol50_trend_report_03.pdf
commerce,중국21-18호 2021 라이브커머스 산업 보고.pdf,https://welcon.kocca.kr/ko/info/trend/1951110
